"","name","pos","team","overallRank","positionRank","vor","projectedPts","upside","risk","projectedCost","adp","ADPdiff","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds","twoPts","fumbles","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo"
"255","Davante Adams","WR","GB",255,105,-72.099370310244,46.4002663488865,67.4342557530964,6.46441136329817,7,NA,NA,0,0,0,0,0,23.5,334,2.50004439148109,0,1,88.8,78.5,45.4,NA,63.27,44.8,20,38.5,45,43.5,19,63.9,67,35
"256","Jerrel Jernigan","WR","NYG",256,106,-72.199965606499,46.2996710526316,71.1415349634597,6.37229151055747,7,NA,NA,0,0,0,12.9967105263158,0,23.199953957393,300,2.5,0,0,79.4,27.4,59.2,NA,47.58,54.1,14.6,45.5,35,56.2,1,2,74.1,40.79
"257","Austin Collie","WR",NA,257,107,-72.5996366591306,45.9,NA,NA,7,NA,NA,0,0,0,0,0,0,339,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,NA
"258","Bilal Powell","RB","NYJ",258,72,-73.7501765587384,46.1996831502039,65.6146362164388,7.31686278442349,7,NA,NA,0,0,0,221.000035951965,1.25003204171999,20.4999762074847,127,0.64991455078125,0,0,59.8,41.1,42.3,NA,50.47,68.7,58.7,49.7,7.5,35.7,33.5,11.2,71.6,40.4
"259","Vincent Brown","WR","SD",259,108,-74.2007992430728,44.2988374160577,67.6400285288545,7.64983977646347,7,NA,NA,0,0,0,0,0,27.0000668194727,338.850379499317,1.73563324435434,0,0,55.2,52.1,0,NA,35.61,27.7,17.1,55.5,29.5,56.6,51,79,65.8,9.22
"260","Ed Dickson","TE","CAR",260,53,-74.424987582094,34.0751818172769,46.8038163223461,5.06621703206515,7,NA,NA,0,0,0,0,0,24.999950814866,250.75,1.50003030287949,0,0,53.1,43.6,NA,NA,30.55,25,7.7,45.3,43.5,24.3,29,NA,33.9,26.7
"261","Tiquan Underwood","WR","CAR",261,109,-74.8055599095747,43.6940767495559,65.5460242658852,7.2872840069158,7,NA,NA,0,0,0,0,0,21.9999494753511,316.940767495559,2,0,0,49.2,42.7,0,NA,34.99,74.1,37.1,60,43.5,27.4,2,42,66,27.3
"262","Andre Williams","RB","NYG",262,73,-75.3498171938766,44.6000425150657,60.7754933073415,7.87945786882316,7,NA,NA,0,0,0,283,2.50000934007606,5.46202776871743,33,0,0,1.00000676269531,NA,66.8,40.4,NA,63.44,22.5,26,53.2,35,51.6,71.5,28.6,46.1,46.69
"263","Jarvis Landry","WR","MIA",263,110,-75.5396366591306,42.96,63.4968538024344,6.9671249579869,7,NA,NA,0,0,0,0,0,28.4999894735999,321.6,2,0,0.6,57.5,50.9,59.6,NA,46.52,75.5,10.4,39.1,43.5,41.4,58,2.8,27.4,25.3
"264","Kendall Hunter","RB","SF",264,74,-75.65455932312,44.2953003858224,58.160125275837,4.58852063580693,7,NA,NA,0,0,0,290.5,2.00006092341705,7.00002110304024,52.4500230479625,0,0,1.00003372973808,49.6,48.8,48.4,NA,52.46,43.5,66.3,51.6,36,34.5,35,46.5,84.4,37.89
"265","Jarius Wright","WR","MIN",265,111,-75.9474310126286,42.552205646502,64.6607479932278,7.34975191775123,7,NA,NA,0,0,0,0,0,22,305.525,1.99995094108366,0,0,46.5,28.6,NA,NA,29.91,75.8,7.6,58.9,62.5,50,14,52.9,54,12.02
"266","David Nelson","WR","NYJ",266,112,-75.9967877043792,42.5028489547514,61.4290120336453,6.57500293297926,7,NA,NA,0,0,0,0,0,27.3,332.500019781808,1.54214116276176,0,0,53.1,NA,0,NA,25.46,40.2,NA,63.8,27.5,NA,53,22.9,37.5,50.8
"267","Troy Niklas","TE","ARI",267,54,-76.0752297411349,32.4249396582361,48.9953771901783,6.00150247238027,7,NA,NA,0,0,0,0,0,21,220.5,1.72915660970601,0,0,NA,NA,NA,NA,17.04,52.9,6.9,27.8,37,34.3,32.5,NA,57.6,17.7
"268","Vick Ballard","RB","IND",268,75,-76.5317075282138,43.4181521807286,68.1086443298151,6.94036692243074,7,NA,NA,0,0,0,260.786512680452,2.19995492869158,7.19996759255527,59.3987594236398,0,0,0.900052300915028,49.2,48.1,46.5,NA,40.73,65.5,11.2,27.5,12,22.7,1,58.7,83.8,65
"269","Luke Willson","TE","SEA",269,55,-76.8152346703596,31.6849347290114,48.1367667782932,5.97262801413817,7,NA,NA,0,0,0,0,0,17.25,205.5,1.85582245483523,0,0,NA,55.7,NA,NA,34.25,58.5,34.9,9.1,25,19.8,20,NA,NA,27.2
"270","BenJarvus Green-Ellis","RB","CIN",270,76,-76.9246107099781,43.0252489989643,62.8826018658191,7.37071381340961,17,120.1,-149.9,0,0,0,295.75,2.250050873768,3.49998442150295,19.4999343910684,0,0,1.00002484137528,54.4,41.1,38.4,NA,46.79,47.8,52.3,22.7,20.5,54.7,52.5,27.8,96,NA
"271","Brandon Bolden","RB","NE",271,77,-77.2748186685292,42.6750410404132,59.0662157722897,5.95786101400285,7,NA,NA,0,0,0,239.5,2.00000684006886,9.80000460544159,67.25,0,0,0,70.9,30,44.6,NA,53.99,36.2,NA,14.5,62.5,27.8,62,35.9,47.2,43.67
"272","Kris Durham","WR","DET",272,113,-77.4559458371991,41.0436908219315,65.2090006689001,7.85047115911643,7,NA,NA,0,0,0,0,0,22.9999902737654,290.433813102809,2.0000515852751,0,0,65.5,23.2,0,NA,33.01,62.7,32,35.7,5,40.8,44.5,0.7,76.6,36.2
"273","Kenbrell Thompkins","WR","NE",273,114,-77.8309668361092,40.6686698230214,63.6656998003419,10.4538823475074,7,NA,NA,0,0,0,0,0,19.3763947015857,280.5,2.10311163717023,0,0,NA,20.1,71.8,NA,48.21,54.1,NA,19,10.5,38.6,38,12.4,72.1,NA
"274","Jonathan Dwyer","RB","ARI",274,78,-77.9500413167473,41.9998183921951,57.0340523182583,5.62751430695689,7,NA,NA,0,0,0,261.499922175917,1.99999026761793,6.94999703027209,53.5,0,0,0.750057715552111,44.1,22.5,68.7,NA,37.06,29.8,16.7,45.2,47,49,48.5,63.6,42.2,27.52
"275","C.J. Fiedorowicz","TE","HOU",275,56,-77.9505055885942,30.5496638107768,46.5186663178662,5.8550833514348,7,NA,NA,0,0,0,0,0,16.8596686021193,185.5,1.9999439684628,0,0,NA,57.5,41.4,NA,43.43,23.5,NA,28.5,20,19.4,8.5,NA,NA,NA
"276","A.J. Jenkins","WR","KC",276,115,-78.0511632273816,40.448473431749,58.2073469926344,6.29082675757694,7,NA,NA,0,0,0,7.04996853531653,0,19,307.431620302433,1.50005242466234,0,0,57.6,NA,44.2,NA,38.48,33.9,39.9,21.3,7.5,26.1,28.5,68.5,57.2,56.21
"277","Jerick McKinnon","RB","MIN",277,79,-78.2058745505601,41.7439851583823,62.507047695231,4.30150776020358,7,NA,NA,0,0,0,190,1.09997243653411,14.9999717251297,116.75,0.999999103624634,0,0.765422041285096,69.5,59.2,35.1,NA,49.61,2.9,19.9,36.8,23.5,35.3,33,75,NA,45.5
"278","Greg Little","WR","OAK",278,116,-78.2243888308721,40.2752478282585,63.8565796203967,7.7083019306771,7,NA,NA,0,0,0,0,0,24,300.75,1.70004130470975,0,0,67.4,47.3,61.2,NA,58.46,39.7,NA,35.4,5,24,12.5,11.5,78.1,39.5
"279","Ben Watson","TE","NO",279,57,-78.6501805072908,29.8499888920802,37.9664947084193,3.943396111457,7,NA,NA,0,0,0,0,0,18.4999205100707,208.499985404284,1.49999839194196,0,0,NA,NA,NA,NA,NA,37.2,39.5,22.5,23,22.8,22.5,NA,NA,NA
"280","Clay Harbor","TE","JAC",280,58,-79.0001404606182,29.5000289387528,37.6210055494266,3.94448452458454,7,NA,NA,0,0,0,0,0,20.4999869451053,213,1.40000482312547,0,0.1,43.1,NA,NA,NA,25.51,36,27.2,34.1,32,27.3,16,NA,NA,21.4
"281","John Brown","WR","ARI",281,117,-79.0787387796262,39.4208978795044,55.8239638530757,5.96075593213024,7,NA,NA,0,0,0,10.7077921100936,0,20.8000355796979,293.5,1.5000197780825,0,0,54.2,48,NA,NA,42.73,38.5,17.6,34.8,72,25.6,29.5,NA,NA,22.79
"282","Travaris Cadet","RB","NO",282,80,-79.2895383134077,40.6603213955346,66.5340319699553,8.26638064625902,7,NA,NA,0,0,0,107.85,0.900065865135257,21.3449744644376,154.750043068617,1.4999869829769,0,0,69.5,73.6,10.4,NA,56.71,46,NA,25.7,21,25.5,0.5,NA,NA,10.6
"283","Bryce Brown","RB","BUF",283,81,-79.3049037836455,40.6449559252968,50.4918011183732,4.0762814854289,7,NA,NA,0,0,0,268.95,1.99996675884679,7.50003904120774,47.5000415842277,0,0,1.49992439310333,60,26.7,43.2,NA,41.41,36,33.8,50.6,55.5,40.6,41,30.9,49.7,34.31
"284","Richard Rodgers","TE","GB",284,59,-79.507669399371,28.9925,42.768323996615,3.18860544345178,7,NA,NA,0,0,0,0,0,18.6536766631626,187.925,1.7,0,0,NA,NA,NA,NA,16.75,38.5,33.5,33.4,51,19.3,30,NA,NA,7.32
"285","Latavius Murray","RB","OAK",285,82,-80.0177244737118,39.9321352352305,57.0950984426899,7.08904247962899,7,NA,NA,0,0,0,223.25,1.50596738873106,8.40003383695015,65.5,0.336888483807358,0,0,65,37.1,62.9,NA,54.32,29.8,NA,31.5,64,39.9,29.5,20.8,45.1,14.74
"286","Robert Meachem","WR","NO",286,118,-80.0529207925005,38.44671586663,56.4827111891158,6.35829194176422,7,NA,NA,0,0,0,5.46910672630023,0,13.2111193533863,264.999992074352,1.89996766442747,0,0,59.1,32.9,NA,NA,46,42.7,NA,18.2,0,16,20,51.1,47,37.98
"287","Stedman Bailey","WR","STL",287,119,-80.0996825530894,38.3999541060412,61.6981964268279,7.63938390989114,7,NA,NA,0,0,0,6.50002811050146,0,20,281.5,1.59999188249851,0,0,NA,NA,NA,NA,36.4,20.4,NA,43.5,86,41.6,13,NA,NA,40.4
"288","Joseph Fauria","TE","DET",288,60,-80.6000399793945,27.9001294199764,46.8778347314436,6.58755086928673,8,122.7,-165.3,0,0,0,0,0,16.4999396111133,164.999972999957,2.10002201999679,0,0.6,55.1,27.2,NA,NA,28.99,73.5,21.5,28.5,14,44.1,14,NA,NA,24.9
"289","Chris Polk","RB","PHI",289,83,-80.6910952921551,39.2587644167873,55.9021913167487,3.53766384459113,7,NA,NA,0,0,0,232.3,1.9999776960825,7.75000013959459,54.2889824029229,0,0,0.7,66.4,39.6,33.8,NA,48.58,41.8,50.1,39.8,66.5,27.9,28.5,2.6,42.7,35.15
"290","Junior Hemingway","WR","KC",290,120,-80.6996376632774,37.7999989958532,51.7295094181925,5.35856980319669,7,NA,NA,0,0,0,0,0,22.500046859679,257.999989958532,2,0,0,59.2,54.6,NA,NA,54.88,27.2,47.6,37.8,39,28,12,26.2,37.8,36.8
"291","Tony Moeaki","TE","BUF",291,61,-81.2983016643422,27.2018677350287,41.8125149182,5.52439228051095,7,NA,NA,0,0,0,0,0,14.6793024294607,180,1.53364462250479,0,0,NA,NA,NA,NA,24.39,32.5,7.7,3.3,44.5,15.5,30,33.2,43.1,NA
"292","Marquise Goodwin","WR","BUF",292,121,-81.3490767673434,37.1505598917871,56.1989603226464,6.60476156837938,7,NA,NA,0,0,0,13.9999544806845,0,18.5000714510234,280.287639355447,1.50002616776623,0,0.639178249211694,66.2,52.5,0,NA,43.65,36.9,40.2,25.7,24,25.5,26,34.9,72.3,30.86
"293","Daniel Thomas","RB","MIA",293,84,-81.3712841955193,38.5785755134231,54.0957990818559,5.80831836338216,7,NA,NA,0,0,0,222.4,1.89999169256117,8.50004236904619,54.3862535805606,0,0,0.25,47.4,45.2,30.9,NA,42.75,59.1,NA,35.9,12,36.4,42.5,13.9,59.7,NA
"294","Ryan Fitzpatrick","QB","HOU",294,28,-81.6959163078085,191.299308934941,229.299885405602,8.80748216241872,7,NA,NA,2958,15.9999200542638,14.0000252169689,179.8,1.49994203090119,0,0,0,1,2.99999912527605,224.84,110.52,179.6,NA,169.928,205.02,167,215.52,216,163.54,222.8,256.02,169.32,218.74
"295","Keshawn Martin","WR","HOU",295,122,-81.7671163891209,36.7325202700096,51.7419460711117,5.6214747786637,7,NA,NA,0,0,0,0,0,19.9000039357262,283.325,1.40000337833494,0,0,37.1,30.7,NA,NA,33.03,34.3,30.4,37.3,13.5,21,36,64.2,64.5,45.2
"296","Brian Quick","WR","STL",296,123,-82.3671968895525,36.1324397695781,56.7179234015853,6.97896387092604,7,NA,NA,0,0,0,0,0,19.4999775578252,247.325,1.89998996159635,0,0,54.1,68.3,NA,NA,57.43,52.5,44.9,11.1,21,24.1,20,12.4,43.9,10.93
"297","Paul Richardson","WR","SEA",297,124,-82.5993677086974,35.9002689504332,50.7110017329648,5.57310304121091,7,NA,NA,0,0,0,0,0,16.875,275,1.4000448250722,0,0,66.8,36.5,NA,NA,51.65,33.5,NA,44.1,27,18.6,22,NA,33.6,24.9
"298","Robert Turbin","RB","SEA",298,85,-82.6998560947952,37.2500036141472,58.9352287627037,7.24669551186231,7,NA,NA,0,0,0,228.5,1.49998400807381,8.30000165281168,74,0,0,0.999950217147849,63,27,23.6,NA,36.02,65.4,21.5,25.5,20,30.9,29,85.8,62.1,23.38
"299","Jacob Tamme","TE","DEN",299,62,-84.0728821993518,24.4272872000192,34.2399705923,4.35632987715774,7,NA,NA,0,0,0,0,0,16.75,154.274755980825,1.49996860032278,0,0,NA,NA,NA,NA,15.73,46.5,26.6,20.6,21.5,21.7,34.5,NA,NA,23.1
"300","Kevin Ogletree","WR",NA,300,125,-84.0996334466215,34.4000032125091,54.4224843274958,6.8419011289409,7,NA,NA,0,0,0,0,0,13.9999574635989,200.000032125091,2.4,0,0,42.6,NA,NA,NA,32.25,44.2,NA,8.8,0,4,NA,NA,NA,NA
"301","Mario Manningham","WR","NYG",301,126,-84.3437008386045,34.155935820526,58.7278201601529,7.9494515599144,7,NA,NA,0,0,0,0,0,10.875,233,1.80932263675434,0,0,53.1,NA,NA,NA,29.9,0.8,NA,24.5,12,14.1,11.5,65.7,65,NA
"302","Mike James","RB","TB",302,86,-84.7977894645632,35.1520702443791,49.0136545038286,5.34203320547865,7,NA,NA,0,0,0,236.425,1.14992837406319,7.40003665438739,46.1,0,0,0,46,36.7,51.4,NA,43.01,23.3,39.6,33.9,19,26.2,34.5,NA,56.1,8.19
"303","Griff Whalen","WR","IND",303,127,-84.9145647379762,33.5850719211543,52.1737512717699,6.49284265167535,7,NA,NA,0,0,0,0,0,19.9596998208873,244.000074257332,1.53084408257019,0,0,36.4,18.6,NA,NA,27.5,55.9,NA,NA,0,NA,NA,NA,30.5,NA
"304","Matt Schaub","QB","OAK",304,29,-85.2151378767036,187.780087366046,221.756287743701,10.2389286114353,7,NA,NA,3122,17.5000459407515,14.2000086535349,30.9999515405867,1.2,0,0,0,1,2.60004144874179,214.12,154.62,139.1,NA,181.882,236.66,217.2,192.8,180.4,144.74,192,251.14,185.98,166.52
"305","Demetrius Harris","TE","KC",305,63,-85.250169399371,23.25,30.6746212024587,3.77495707353291,7,NA,NA,0,0,0,0,0,12.5,142.5,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,18,28.5,NA,NA,NA,NA,NA
"306","Jeff Williams","RB",NA,306,87,-85.4498597089424,34.5,NA,NA,7,NA,NA,0,0,0,190,2,5,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA
"307","Dallas Clark","TE",NA,307,64,-85.800169399371,22.7,54.8026478658693,9.78281298716159,7,NA,NA,0,0,0,0,0,0,167,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,45.4,NA
"308","Ryan Broyles","WR","DET",308,128,-86.2799314485225,32.2197052106081,52.5699010600615,6.92168315253229,7,NA,NA,0,0,0,0,0,15.3075879350206,232.199989310962,1.49995104658531,0,0,56.2,NA,0,NA,25.24,9,NA,23.3,32,18.4,13,44.2,62.1,NA
"309","Drew Davis","WR","ATL",309,129,-86.4998607982758,31.9997758608548,44.8465847599117,5.09498654193896,7,NA,NA,0,0,0,0,0,13.3427755177251,206,1.8999626434758,0,0,39.2,NA,NA,NA,20.79,48.4,7.7,36.3,20,26.5,30.5,47.5,25.3,NA
"310","Dri Archer","RB","PIT",310,88,-86.6042287292719,33.3456309796705,48.6482055912707,5.69284174162008,7,NA,NA,0,0,0,88.25903722504,0.99994837933294,20,140.203292684123,0.999947119341564,0,0.749987501646415,50.6,51.1,0,NA,35.59,16.4,25.4,27.9,19,30.7,33.5,2.7,32.5,30.9
"311","Chris Owusu","WR","TB",311,130,-86.6997698963966,31.799866762734,48.6601101048556,6.07205558322002,7,NA,NA,0,0,0,0,0,20.15,231,1.449977793789,0,0,NA,33.3,NA,NA,30.05,21.2,52.7,18.7,20,20.2,5.5,62.1,31.6,NA
"312","Jim Dray","TE","CLE",312,65,-86.9000574759368,21.6001119234341,37.3997347338806,5.81384793070994,7,NA,NA,0,0,0,0,0,10.1855526143303,155.999966619031,1.00001921025517,0,0,NA,NA,NA,NA,17.63,22.2,NA,NA,0,3.9,5,39.3,36.3,NA
"313","Kellen Davis","TE","NYG",313,66,-87.0504859334197,21.4496834659513,31.2013311899687,4.34147076765438,7,NA,NA,0,0,0,2,0,11.383306753775,122.5,1.49994724432522,0,0,NA,NA,NA,NA,21.09,6.2,37.4,17.9,24.5,18.3,13,NA,NA,NA
"314","Brandon Lloyd","WR","SF",314,131,-87.889615719379,30.6100209397515,50.4359001312095,6.79403846775599,7,NA,NA,0,0,0,0,0,14.975,186.1,2.00000348995859,0,0,43.1,45.2,NA,NA,33.84,51.5,NA,13.2,17,2.9,1.5,NA,NA,NA
"315","Arrelious Benn","WR","PHI",315,132,-87.8996366591306,30.6,51.6735220913196,7.09777664245956,7,NA,NA,0,0,0,0,0,18,258,0.8,0,0,40.4,NA,NA,NA,30.6,NA,NA,NA,0,NA,NA,NA,NA,NA
"316","Da'Rick Rogers","WR","IND",316,133,-88.3751885375826,30.124448121548,45.0678264395708,3.56223936030431,7,NA,NA,0,0,0,5.74266304271022,0,16.425,205.5,1.50003030287949,0,0,33.2,NA,NA,NA,25.6,45.6,27.6,50,20.5,38.7,9.5,3.6,37.4,NA
"317","Isaiah Crowell","RB","CLE",317,89,-88.4035107790355,31.5463489299069,44.8717211365075,5.27913361065695,7,NA,NA,0,0,0,190,0.999917432528409,10.0466841371704,65.4684433473643,0,0,0,53.5,24.7,27.7,NA,36.1,24.5,NA,15.6,29.5,53.9,NA,NA,NA,24.32
"318","Darrius Heyward-Bey","WR","PIT",318,134,-88.4674745624117,30.0321620967188,51.156071667524,7.1100434545807,7,NA,NA,0,0,0,4.32155074556634,0,17.000068709173,241.000070221622,1,0,0.25,61.4,35.6,NA,NA,48.5,19.1,NA,25.1,0,14.2,2,15.7,51.2,NA
"319","Devin Street","WR","DAL",319,135,-88.5343737188282,29.9652629403024,45.8201689808803,5.82730661140593,7,NA,NA,0,0,0,0,0,16.0139968379261,209.6500599151,1.50004282479873,0,0,43.1,49.4,NA,NA,46.25,41.5,NA,9.6,12,18,29,19.9,NA,10.68
"320","Joe Morgan","WR","NO",320,136,-88.6266693292472,29.8729673298833,46.8183364823771,6.09277942837272,7,NA,NA,0,0,0,0,0,12.5,208.727382069093,1.50003818716234,0,0,39.6,32.6,0,NA,NA,NA,54.1,28.1,15,21.1,13,NA,NA,NA
"321","Denard Robinson","WR","JAC",321,137,-88.6800084782732,29.8196281808574,49.6913062718369,6.80518819188431,7,NA,NA,0,0,0,185.7,1.34995699193068,8.00002720423813,54.5,0,0,1.15005688536336,64.9,36.1,23.3,NA,49.36,16.5,72,24.3,35,19.3,7,34.2,NA,18.23
"322","Kellen Winslow Jr","TE",NA,322,67,-89.200169399371,19.3,51.3025519815738,9.75844468338283,7,NA,NA,0,0,0,0,0,12,133,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,19.3,62.5,NA,NA,NA
"323","Aldrick Robinson","WR","WAS",323,138,-89.2225739945867,29.2770626645439,45.4204393593717,5.89753467905824,7,NA,NA,0,0,0,0,0,9.50002713024646,202.770723128921,1.49999839194196,0,0,NA,25.9,NA,NA,26.5,37.3,NA,0,0,8.6,8,37,38.6,NA
"324","Marcus Lattimore","RB","SF",324,90,-89.2399906198848,30.7098690890576,48.2638825125664,7.19837994943759,7,NA,NA,0,0,0,167.5,1.67664398092294,4.649980506741,39.0000520351992,0,0,0,57,49.3,18.9,NA,36.63,34.8,NA,12.1,9,21.5,15,NA,55.8,21.89
"325","Anthony McCoy","TE","SEA",325,68,-89.5067583264156,18.9934110729554,29.9537714684899,4.6357313935341,7,NA,NA,0,0,0,0,0,10.8439968388108,129.932958114244,1.00001921025517,0,0,NA,NA,NA,NA,18.45,NA,NA,30.5,18,13.9,0,NA,NA,NA
"326","Leonard Hankerson","WR","WAS",326,139,-90.1491687451217,28.3504679140088,41.8846989261835,5.26233918580235,7,NA,NA,0,0,0,0,0,16.7500299226706,196.5,1.45007798566814,0,0,55.2,18,NA,NA,29.65,37.1,7.6,29.4,31,37.1,12,NA,16.9,22.6
"327","Lache Seastrunk","RB","WAS",327,91,-90.2471322325325,29.7027274764099,48.5805039729824,6.56322323848808,7,NA,NA,0,0,0,164.65,1.50003791273498,6.20004536909672,42.375,0,0,0,25.9,52.4,22.8,NA,35.21,7.9,NA,37.6,8,42.4,62.5,4.6,NA,20.5
"328","Colt Lyerla","TE","GB",328,69,-90.625169399371,17.875,22.9677235673393,3.20725750872529,7,NA,NA,0,0,0,0,0,10.1958912460585,118.75,1,0,0,NA,NA,NA,NA,NA,20,NA,10.1,21,14.4,NA,NA,NA,NA
"329","Matt Asiata","RB","MIN",329,92,-90.7147897477427,29.2350699611997,43.1147777347369,5.34644536787609,7,NA,NA,0,0,0,166.9,1.50001166019995,4.94991730064219,35.45,0,0,0,55.6,17.6,32.6,NA,35.6,53.5,NA,22.6,26.5,23.6,26,20.8,52.6,21.7
"330","Logan Paulsen","TE","WAS",330,70,-90.7748336940475,17.7253357053234,29.0616688867362,4.72726182081707,7,NA,NA,0,0,0,0,0,11.0000242804752,121.25,1.00005595088724,0,0.2,NA,NA,NA,NA,20.16,43.9,20.4,6,16.5,15.2,9.7,NA,NA,19.4
"331","Andre Caldwell","WR","DEN",331,140,-90.9324323204721,27.5672043386584,43.7445397749465,3.48092895256523,7,NA,NA,0,0,0,6.47572227218726,0,12.25,179.200074964773,1.49993743582707,0,0,57.4,NA,0,NA,28.04,34.4,36.4,19.8,6,18.5,11.5,33.9,29.8,NA
"332","Michael Hoomanawanui","TE","NE",332,71,-91.012669399371,17.4875,25.5989124848882,3.94215614191264,7,NA,NA,0,0,0,0,0,9.98207614843365,114.875,1,0,0,NA,NA,NA,NA,23.45,23.6,24.5,6.9,11.5,12.2,4.5,NA,NA,9.44
"333","Shaq Evans","WR","NYJ",333,141,-91.0863893225236,27.413247336607,49.1340569768707,7.25535854241382,7,NA,NA,0,0,0,0,0,13.9999176212482,184.999972349589,1.48554168360802,0,0,59.1,NA,0,NA,NA,39.9,NA,5.1,0,5.6,4.5,NA,NA,14.4
"334","Santana Moss","WR","WAS",334,142,-91.2867619834409,27.2128746756897,46.2438463224076,6.60051853771494,7,NA,NA,0,0,0,0,0,18.9678240937765,212.500060061463,1.43496451734787,0,1.32345921727193,54.2,35.7,NA,NA,38.59,45.2,19.5,20.4,0,4.5,10.5,2.5,40.8,NA
"335","Sean McGrath","TE","KC",335,72,-91.4001373704019,17.1000320289691,27.1771347872027,4.42070266810594,7,NA,NA,0,0,0,0,0,10.5,111,1.00000533816151,0,0,NA,NA,NA,NA,11.48,24,NA,5.4,4,22.8,27,NA,NA,NA
"336","Mike Brown","WR","JAC",336,143,-91.6996366591306,26.8,41.0662616764947,5.44055176396258,7,NA,NA,0,0,0,0,0,14.2500237644221,208,1,0,0,37.1,26.9,NA,NA,32,47.5,NA,16.5,4,18.5,24,14.5,47.2,NA
"337","Donte Moncrief","WR","IND",337,144,-91.8998727182486,26.599763940882,44.1562631044051,6.24155878990095,7,NA,NA,0,0,0,0,0,12,176,1.49996065681366,0,0,54.2,24.6,NA,NA,30.85,17.5,5.8,23.7,9.5,21.6,14,32,64.9,16
"338","Vance McDonald","TE","SF",338,73,-91.9453462857476,16.5548231136234,28.7362208166787,4.93299244721579,7,NA,NA,0,0,0,0,0,8.78914137669583,105.55,0.999970518937235,0,0,43.1,NA,NA,NA,20.71,10.8,8.6,22.5,4,15.3,4.5,NA,NA,10.38
"339","DeVier Posey","WR","HOU",339,145,-92.0418201726384,26.4578164864922,40.2812736962776,5.3327511901896,7,NA,NA,0,0,0,0,0,18.0000161945991,204.573044568078,1.00008533828073,0,0,43.7,49.5,0,NA,29.74,25.7,8.9,12.7,27.5,21.4,14,31.1,34.2,19.9
"340","Peyton Hillis","RB","NYG",340,93,-92.3089246810437,27.6409350278986,49.2186655490735,7.22052598698067,7,NA,NA,0,0,0,142,1.42074994927676,8.99997288131198,62.8499726835851,0,0,0.684280968060233,47.8,9.4,28.1,NA,24.42,71.7,8.2,NA,8.5,21.8,52,NA,NA,15.79
"341","T.J. Graham","WR","BUF",341,146,-92.3470412843384,26.1525953747922,43.3167422036805,6.14604076789651,7,NA,NA,0,0,0,7.9999880411885,0,11.2083555195769,165.999923277681,1.45876737381754,0,0,41.9,16.4,NA,NA,27.89,27.5,19.6,10.6,0,7.4,7.5,3.3,55.4,NA
"342","Benny Cunningham","RB","STL",342,94,-92.7798655885618,27.1699941203806,42.6721019588617,5.74141802745656,7,NA,NA,0,0,0,181.7,1,6.9999525045234,49.9999412038058,0,0,1,35.9,16.8,23.1,NA,29.69,54.4,46.3,33.7,15.5,24.5,16,12.3,55.6,10.89
"343","Lorenzo Taliaferro","RB","BAL",343,95,-92.7999369582341,27.1499227507083,47.0163833404469,6.80391799325326,7,NA,NA,0,0,0,169,1.0999865502381,5.50003206217816,36.5000344927966,0,0,0,53.5,27.5,22,NA,35.87,25.5,NA,16.6,2.5,21.6,77,22.5,NA,30.62
"344","Louis Murphy","WR","TB",344,147,-92.9186939675337,25.5809426915968,41.1115433095883,5.7483545834548,7,NA,NA,0,0,0,0,0,13,168.283384486916,1.45876737381754,0,0,44.2,20.6,0,NA,24.6,11.8,NA,11.4,0,5.5,NA,13.6,NA,41.1
"345","Gary Barnidge","TE","CLE",345,74,-93.162669399371,15.3375,20.885243267054,3.31803187618318,7,NA,NA,0,0,0,0,0,8.38122417992573,93.375,1,0,0,NA,NA,NA,NA,15.95,14.6,7.7,9.9,17.5,5.2,10.5,NA,NA,21.9
"346","Josh Huff","WR","PHI",346,148,-93.5240421996772,24.9755944594534,33.4107737699364,4.02097704863734,7,NA,NA,0,0,0,7.50594459453388,0,12.5000500419544,182.25,1,0,0,NA,33.4,NA,NA,30.75,23.3,NA,12.5,22,18.1,6,21.2,30.3,20.8
"347","Rishard Matthews","WR","MIA",347,149,-93.5493905045299,24.9502461546007,36.2845198410792,4.72676043758298,7,NA,NA,0,0,0,0,0,15.6,189.499977171007,1.00004140625,0,0,NA,22.4,NA,NA,22.36,30.2,7.7,29.3,17,38.1,4,22.4,37.3,NA
"348","Robert Herron","WR","TB",348,150,-94.0121366591306,24.4875,37.0551407984194,5.02702317731554,7,NA,NA,0,0,0,0,0,16,184.875,1,0,0,49.3,20,NA,NA,34.65,19.5,NA,NA,17,14.8,NA,NA,NA,18.6
